Insertion Threads, Removal Threads, Replacement Threads,,,,
37150076, replace, finished,377,3770, false, [ 54 169 174 180 182 242 250 283 332 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
37342012, remove, finished,377, , false, [ 54 169 174 180 182 242 250 283 332 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
37364022, remove, started,346, , , [ 54 169 174 180 182 242 250 283 332 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
37384920, remove, started,346, , , [ 54 169 174 180 182 242 250 283 332 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
37393457, add, started,181, , , [ 54 169 174 180 182 242 250 283 332 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
37432032, replace, started,181,1810, , [ 54 169 174 180 182 242 250 283 332 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
37554655, replace, finished,377,3770, false, [ 54 169 174 180 182 242 250 283 332 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
37624294, remove, finished,346, , false, [ 54 169 174 180 182 242 250 283 332 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
37756520, remove, finished,377, , false, [ 54 169 174 180 182 242 250 283 332 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
37805281, remove, started,181, , , [ 54 169 174 180 182 242 250 283 332 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
37809343, remove, started,181, , , [ 54 169 174 180 182 242 250 283 332 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
37907245, replace, finished,377,3770, false, [ 54 169 174 180 182 242 250 283 332 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
38036286, add, started,740, , , [ 54 169 174 180 182 242 250 283 332 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
38042411, remove, started,740, , , [ 54 169 174 180 182 242 250 283 332 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
38076211, remove, finished,377, , false, [ 54 169 174 180 182 242 250 283 332 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
38324066, remove, started,740, , , [ 54 169 174 180 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
38335056, add, finished,377, , true, [ 54 169 174 180 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
38477751, remove, started,740, , , [ 54 169 174 180 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
38499055, remove, finished,740, , false, [ 54 169 174 180 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
38607414, replace, started,740,7400, , [ 54 169 174 180 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
38611597, add, finished,740, , false, [ 54 169 174 180 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
38729681, remove, finished,181, , false, [ 54 169 174 180 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
38754644, remove, started,740, , , [ 54 169 174 180 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
38974465, add, started,129, , , [ 54 169 174 180 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
38975247, replace, started,740,7400, , [ 54 169 174 180 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
38990713, remove, finished,181, , false, [ 54 169 174 180 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
39019409, remove, started,129, , , [ 54 169 174 180 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
39198726, remove, finished,129, , false, [ 54 169 174 180 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
39499821, add, finished,181, , true, [ 54 169 174 180 181 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
39552203, add, started,111, , , [ 54 169 174 180 181 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
39554292, remove, started,129, , , [ 54 169 174 180 181 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 1810 2500 3770 5240 ] 
39577562, replace, started,111,1110, , [ 54 169 174 180 181 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 2500 3770 5240 ] 
39625312, add, started,355, , , [ 54 169 174 180 181 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 1810 2500 3770 5240 ] 
39651040, replace, finished,181,1810, true, [ 54 169 174 180 181 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 1810 2500 3770 5240 ] 
39764001, remove, started,355, , , [ 54 169 174 180 181 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 1810 2500 3770 5240 ] 
39819812, remove, started,355, , , [ 54 169 174 180 181 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 1810 2500 3770 5240 ] 
39880728, remove, started,355, , , [ 54 169 174 180 181 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 1810 2500 3770 5240 ] 
39993400, remove, started,355, , , [ 54 169 174 180 181 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 1810 2500 3770 5240 ] 
40007550, remove, finished,346, , false, [ 54 169 174 180 181 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 1810 2500 3770 5240 ] 
40046213, replace, started,355,3550, , [ 54 169 174 180 181 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 1810 2500 3770 5240 ] 
40064072, add, started,554, , , [ 54 169 174 180 181 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 1810 2500 3770 5240 ] 
40287269, remove, finished,346, , false, [ 54 169 174 180 181 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 1810 2500 3770 5240 ] 
40361266, replace, started,554,5540, , [ 54 169 174 180 181 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 1810 2500 3770 5240 ] 
40369283, remove, started,554, , , [ 54 169 174 180 181 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 1810 2500 3460 3770 5240 ] 
40381793, add, started,485, , , [ 54 169 174 180 181 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 1810 2500 3460 3770 5240 ] 
40402554, replace, finished,346,3460, true, [ 54 169 174 180 181 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 1810 2500 3460 3770 5240 ] 
40625801, remove, finished,554, , false, [ 54 169 174 180 181 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 1810 2500 3460 3770 5240 ] 
40736979, replace, started,485,4850, , [ 54 169 174 180 181 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 1810 2500 3460 3770 5240 ] 
40750880, remove, finished,346, , false, [ 54 169 174 180 181 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 1810 2500 3460 3770 5240 ] 
40777766, replace, started,485,4850, , [ 54 169 174 180 181 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 1810 2500 3460 3770 5240 ] 
40792446, remove, started,485, , , [ 54 169 174 180 181 182 242 250 283 332 377 430 464 474 524 540 740 1010 1690 1810 2500 3460 3770 5240 ] 
40809784, remove, started,485, , , [ 54 169 174 180 181 182 242 250 283 332 346 377 430 464 474 524 540 740 1010 1690 1810 2500 3460 3770 5240 ] 
40810292, add, finished,346, , true, [ 54 169 174 180 181 182 242 250 283 332 346 377 430 464 474 524 540 740 1010 1690 1810 2500 3460 3770 5240 ] 
40880848, add, finished,695, , true, [ 54 169 174 180 181 182 242 250 283 332 346 377 430 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 5240 ] 
41053088, remove, started,485, , , [ 54 169 174 180 181 182 242 250 283 332 346 377 430 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 4340 5240 ] 
41082170, replace, finished,434,4340, true, [ 54 169 174 180 181 182 242 250 283 332 346 377 430 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 4340 5240 ] 
41316468, remove, finished,434, , false, [ 54 169 174 180 181 182 242 250 283 332 346 377 430 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 4340 5240 ] 
41429993, remove, started,485, , , [ 54 169 174 180 181 182 242 250 283 332 346 377 430 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 4340 5240 ] 
41453582, remove, finished,434, , false, [ 54 169 174 180 181 182 242 250 283 332 346 377 430 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 4340 5240 ] 
41454237, add, started,472, , , [ 54 169 174 180 181 182 242 250 283 332 346 377 430 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 4340 5240 ] 
41486311, add, started,603, , , [ 54 169 174 180 181 182 242 250 283 332 346 377 430 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 4340 5240 ] 
41522529, replace, started,603,6030, , [ 54 169 174 180 181 182 242 250 283 332 346 377 430 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 4340 5240 ] 
41567339, remove, finished,434, , false, [ 54 169 174 180 181 182 242 250 283 332 346 377 430 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 4340 5240 ] 
41653806, replace, finished,434,4340, false, [ 54 169 174 180 181 182 242 250 283 332 346 377 430 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 4340 5240 ] 
41726320, replace, finished,434,4340, false, [ 54 169 174 180 181 182 242 250 283 332 346 377 430 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 4340 5240 ] 
41765918, add, started,581, , , [ 54 169 174 180 181 182 242 250 283 332 346 377 430 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 4340 5240 ] 
41779594, remove, finished,396, , false, [ 54 169 174 180 181 182 242 250 283 332 346 377 430 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 4340 5240 ] 
41839086, add, finished,434, , true, [ 54 169 174 180 181 182 242 250 283 332 346 377 430 434 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 4340 5240 ] 
41959311, remove, started,581, , , [ 54 169 174 180 181 182 242 250 283 332 346 377 430 434 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 4340 5240 ] 
42089638, replace, finished,396,3960, true, [ 54 169 174 180 181 182 242 250 283 332 346 377 430 434 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 3960 4340 5240 ] 
42126325, remove, started,581, , , [ 54 169 174 180 181 182 242 250 283 332 346 377 430 434 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 3960 4340 5240 ] 
42219024, remove, finished,439, , false, [ 54 169 174 180 181 182 242 250 283 332 346 377 430 434 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 3960 4340 5240 ] 
42277591, remove, finished,581, , false, [ 54 169 174 180 181 182 242 250 283 332 346 377 430 434 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 3960 4340 5240 ] 
42336352, remove, finished,439, , false, [ 54 169 174 180 181 182 242 250 283 332 346 377 430 434 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 3960 4340 5240 ] 
42390206, add, finished,396, , true, [ 54 169 174 180 181 182 242 250 283 332 346 377 396 430 434 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 3960 4340 5240 ] 
42449996, remove, finished,439, , false, [ 54 169 174 180 181 182 242 250 283 332 346 377 396 430 434 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 3960 4340 5240 ] 
42689128, add, finished,439, , true, [ 54 169 174 180 181 182 242 250 283 332 346 377 396 430 434 439 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 3960 4340 5240 ] 
42746481, add, finished,241, , true, [ 54 169 174 180 181 182 241 242 250 283 332 346 377 396 430 434 439 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 3960 4340 5240 ] 
42959105, remove, started,581, , , [ 54 169 174 180 181 182 241 242 250 283 332 346 377 396 430 434 439 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 3960 4340 5240 ] 
42974283, remove, started,581, , , [ 54 169 174 180 181 182 241 242 250 283 332 346 377 396 430 434 439 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 3960 4340 5240 ] 
42980057, add, started,310, , , [ 54 169 174 180 181 182 241 242 250 283 332 346 377 396 430 434 439 464 474 524 540 695 740 1010 1690 1810 2500 3460 3770 3960 4340 5240 ] 
43160672, add, started,144, , , [ 54 169 174 180 181 182 241 242 250 283 332 346 377 396 430 434 439 464 474 524 540 695 740 1010 1690 1810 2500 3080 3460 3770 3960 4340 5240 ] 
43166672, replace, finished,308,3080, true, [ 54 169 174 180 181 182 241 242 250 283 332 346 377 396 430 434 439 464 474 524 540 695 740 1010 1690 1810 2500 3080 3460 3770 3960 4340 5240 ] 
43216403, remove, finished,308, , false, [ 54 169 174 180 181 182 241 242 250 283 332 346 377 396 430 434 439 464 474 524 540 695 740 1010 1690 1810 2500 3080 3460 3770 3960 4340 5240 ] 
43273177, add, finished,308, , true, [ 54 169 174 180 181 182 241 242 250 283 308 332 346 377 396 430 434 439 464 474 524 540 695 740 1010 1690 1810 2500 3080 3460 3770 3960 4340 5240 ] 
43352621, remove, started,144, , , [ 54 169 174 180 181 182 241 242 250 283 308 332 346 377 396 430 434 439 464 474 524 540 695 740 1010 1690 1810 2500 3080 3460 3770 3960 4340 5240 ] 
43381693, add, finished,144, , true, [ 54 144 169 174 180 181 182 241 242 250 283 308 332 346 377 396 430 434 439 464 474 524 540 695 740 1010 1690 1810 2500 3080 3460 3770 3960 4340 5240 ] 
43439673, add, finished,577, , true, [ 54 144 169 174 180 181 182 241 242 250 283 308 332 346 377 396 430 434 439 464 474 524 540 577 695 740 1010 1690 1810 2500 3080 3460 3770 3960 4340 5240 ] 
43544808, replace, started,144,1440, , [ 54 144 169 174 180 181 182 241 242 250 283 308 332 346 377 396 430 434 439 464 474 524 540 577 695 740 1010 1690 1810 2500 3080 3460 3770 3960 4340 5240 ] 
43733049, replace, finished,144,1440, true, [ 54 144 169 174 180 181 182 241 242 250 283 308 332 346 377 396 430 434 439 464 474 524 540 577 695 740 1010 1440 1690 1810 2500 3080 3460 3770 3960 4340 5240 ] 
44230282, remove, finished,144, , false, [ 54 144 169 174 180 181 182 241 242 250 283 308 332 346 377 396 430 434 439 464 474 524 540 577 695 740 1010 1440 1690 1810 2500 3080 3460 3770 3960 4340 5240 ] 
44408324, add, finished,310, , true, [ 54 144 169 174 180 181 182 241 242 250 283 308 310 332 346 377 396 430 434 439 464 474 524 540 577 695 740 1010 1440 1690 1810 2500 3080 3460 3770 3960 4340 5240 ] 
44450020, remove, finished,581, , false, [ 54 144 169 174 180 181 182 241 242 250 283 308 310 332 346 377 396 430 434 439 464 474 524 540 577 695 740 1010 1440 1690 1810 2500 3080 3460 3770 3960 4340 5240 ] 
44491540, remove, finished,581, , false, [ 54 144 169 174 180 181 182 241 242 250 283 308 310 332 346 377 396 430 434 439 464 474 524 540 577 695 740 1010 1440 1690 1810 2500 3080 3460 3770 3960 4340 5240 ] 
44802549, remove, finished,581, , false, [ 54 144 169 174 180 181 182 241 242 250 283 308 310 332 346 377 396 430 434 439 464 474 524 540 577 695 740 1010 1440 1690 1810 2500 3080 3460 3770 3960 4340 5240 ] 
44920317, add, finished,581, , true, [ 54 144 169 174 180 181 182 241 242 250 283 308 310 332 346 377 396 430 434 439 464 474 524 540 577 581 695 740 1010 1440 1690 1810 2500 3080 3460 3770 3960 4340 5240 ] 
45112485, add, finished,603, , true, [ 54 144 169 174 180 181 182 241 242 250 283 308 310 332 346 377 396 430 434 439 464 474 524 540 577 581 603 695 740 1010 1440 1690 1810 2500 3080 3460 3770 3960 4340 5240 ] 
45162902, add, finished,472, , true, [ 54 144 169 174 180 181 182 241 242 250 283 308 310 332 346 377 396 430 434 439 464 472 474 524 540 577 581 603 695 740 1010 1440 1690 1810 2500 3080 3460 3770 3960 4340 5240 ] 
45214605, replace, finished,603,6030, true, [ 54 144 169 174 180 181 182 241 242 250 283 308 310 332 346 377 396 430 434 439 464 472 474 524 540 577 581 603 695 740 1010 1440 1690 1810 2500 3080 3460 3770 3960 4340 5240 6030 ] 
45271139, remove, finished,485, , false, [ 54 144 169 174 180 181 182 241 242 250 283 308 310 332 346 377 396 430 434 439 464 472 474 524 540 577 581 603 695 740 1010 1440 1690 1810 2500 3080 3460 3770 3960 4340 5240 6030 ] 
45551740, remove, finished,485, , false, [ 54 144 169 174 180 181 182 241 242 250 283 308 310 332 346 377 396 430 434 439 464 472 474 524 540 577 581 603 695 740 1010 1440 1690 1810 2500 3080 3460 3770 3960 4340 5240 6030 ] 
45606259, add, started,259, , , [ 54 144 169 174 180 181 182 241 242 250 283 308 310 332 346 377 396 430 434 439 464 472 474 524 540 577 581 603 695 740 1010 1440 1690 1810 2500 3080 3460 3770 3960 4340 5240 6030 ] 
45690784, add, started,651, , , [ 54 144 169 174 180 181 182 241 242 250 283 308 310 332 346 377 396 430 434 439 464 472 474 524 540 577 581 603 695 740 1010 1440 1690 1810 2500 3080 3460 3770 3960 4340 5240 6030 ] 
45695090, add, started,344, , , [ 54 144 169 174 180 181 182 241 242 250 283 308 310 332 346 377 396 430 434 439 464 472 474 524 540 577 581 603 695 740 1010 1440 1690 1810 2500 3080 3460 3770 3960 4340 5240 6030 ] 
45708719, replace, started,344,3440, , [ 54 144 169 174 180 181 182 241 242 250 283 308 310 332 346 377 396 430 434 439 464 472 474 524 540 577 581 603 695 740 1010 1440 1690 1810 2500 3080 3460 3770 3960 4340 5240 6030 ] 
45711133, remove, started,344, , , [ 54 144 169 174 180 181 182 241 242 250 283 308 310 332 346 377 396 430 434 439 464 472 474 524 540 577 581 603 695 740 1010 1440 1690 1810 2500 3080 3460 3770 3960 4340 5240 6030 ] 
45721213, replace, started,344,3440, , [ 54 144 169 174 180 181 182 241 242 250 283 308 310 332 346 377 396 430 434 439 464 472 474 524 540 577 581 603 695 740 1010 1440 1690 1810 2500 3080 3460 3770 3960 4340 5240 6030 ] 
45820902, remove, finished,485, , false, [ 54 144 169 174 180 181 182 241 242 250 283 308 310 332 346 377 396 430 434 439 464 472 474 524 540 577 581 603 695 740 1010 1440 1690 1810 2500 3080 3460 3770 3960 4340 5240 6030 ] 
45869450, remove, finished,485, , false, [ 54 144 169 174 180 181 182 241 242 250 283 308 310 332 346 377 396 430 434 439 464 472 474 524 540 577 581 603 695 740 1010 1440 1690 1810 2500 3080 3460 3770 3960 4340 5240 6030 ] 
45871149, replace, started,344,3440, , [ 54 144 169 174 180 181 182 241 242 250 283 308 310 332 346 377 396 430 434 439 464 472 474 524 540 577 581 603 695 740 1010 1440 1690 1810 2500 3080 3460 3770 3960 4340 5240 6030 ] 
